"season","home_player_1","home_player_2","home_player_3","home_player_4","home_player_5","home_player_6","home_player_7","home_player_8","home_player_9","home_player_10","home_player_11","away_player_1","away_player_2","away_player_3","away_player_4","away_player_5","away_player_6","away_player_7","away_player_8","away_player_9","away_player_10","away_player_11"
"2008/2009",37439,38922,33849,30276,33893,37491,31498,38160,38398,37411,33028,30855,37422,30750,37667,37426,38578,33655,42173,34233,25571,38751
"2008/2009",41466,33733,NA,56678,40599,38362,37436,30958,37480,37477,38551,25563,45440,33768,38385,33767,28439,16230,24852,32766,37429,32764
"2008/2009",30657,23988,30962,34520,30670,30834,18814,32765,30655,28467,36784,30664,30839,30903,30689,32656,33632,112758,25924,30663,38460,37412
"2008/2009",32657,30661,37482,30740,NA,39854,154257,30955,30981,33639,30626,33764,33025,37604,33024,96617,37410,30287,96619,30277,37408,33030
"2008/2009",33986,39562,33812,33990,33848,31014,33759,33991,30443,101422,33989,96613,74403,6864,18501,37622,38581,37419,4902,45605,43329,75310
"2008/2009",75390,37470,32675,NA,37468,41156,27420,37471,37461,38044,37506,33827,33843,5233,41707,38479,102612,150491,11758,43310,37450,24168
"2008/2009",33958,37434,57057,42310,99333,38036,75474,74747,37448,38035,102572,30990,43374,33022,38065,2790,75192,33586,38431,33729,33588,39142
"2008/2009",33018,111190,37451,150328,41167,30271,33758,37449,37441,38573,164210,37579,33634,37581,33885,80497,150644,33637,32999,33892,74213,38567
"2008/2009",NA,74751,75395,33895,162497,33887,78404,97334,38004,24383,41294,33018,111190,70891,37451,41167,30271,37449,38573,37441,31045,164210
"2008/2009",30855,31303,30750,37667,37426,37422,33655,42173,38578,25571,38751,74736,72541,37718,33865,38521,33870,42369,38424,33832,30907,96615
"2008/2009",25563,28439,33768,38385,33767,24099,32766,37455,24852,37429,32764,37439,24131,33849,30276,33861,37491,38160,31498,38398,37411,33028
"2008/2009",30664,30839,30903,33636,32656,33632,33871,25924,30663,37412,38460,41466,30279,NA,38746,40599,37436,37480,30958,47373,37478,38699
"2008/2009",96613,74403,6864,18501,37622,75239,4902,37419,45605,43329,75310,32657,33988,37482,30740,NA,39854,36615,26146,30981,96643,30955
"2008/2009",33827,33843,25913,41707,38479,102612,33666,11758,43310,38025,24168,33986,70255,33812,33990,33848,33991,33759,31014,30443,34106,33989
"2008/2009",30990,37597,43374,75392,2790,75192,33820,38431,33729,28468,38471,75390,37470,37427,NA,75397,41156,37471,27420,37461,38044,37469
"2008/2009",24494,34029,30752,37479,34008,30666,32761,37459,30448,32762,41468,33958,34268,42310,37434,99333,38036,75474,74747,37448,38035,102572
"2008/2009",33764,33025,33993,37604,96617,37410,30287,33866,30277,150832,33030,30657,30962,30649,25921,30670,28467,23988,30878,30834,30655,36784
"2008/2009",37579,33634,37581,33896,33884,150644,33637,32999,33892,38567,74213,75579,NA,38561,102614,74435,37433,150498,38008,38550,102002,38136
"2008/2009",37579,33896,37581,33885,18664,33634,33637,32999,33892,150644,74213,24494,34029,30994,37479,34008,38701,30448,2802,32761,32762,34231
"2008/2009",33986,33992,33812,30866,33848,33991,33759,30443,31014,34106,33989,30990,37597,33022,75392,2790,33586,38431,75192,6911,33729,39142
"2008/2009",75390,37473,32675,NA,37468,41156,27420,37471,37461,38044,37506,33958,34268,42310,37434,99333,37448,75474,74747,114339,38035,102572
"2008/2009",75195,75199,38561,75206,74435,102374,38008,NA,38550,102002,38136,NA,74751,75395,33895,162497,33887,78404,37425,38004,24383,41294
"2008/2009",33018,111190,37451,70891,41167,37449,30271,31045,37441,38573,37446,30855,31303,37667,30750,37426,38578,42173,33655,34233,25571,38751
"2008/2009",74736,72541,33874,33865,38521,38424,33870,42369,30907,23853,96615,25563,45440,33768,38385,33767,28439,18592,24852,32766,37429,32764
"2008/2009",32657,33988,96616,30740,NA,39854,36615,30955,30981,33639,30626,33827,33843,5233,25913,38025,102612,38151,11758,24612,32763,24168
"2008/2009",37439,38922,33849,30276,33893,37491,38160,31498,38398,37411,33028,30664,30839,30903,30689,32656,33632,33871,112758,30663,37412,38460
"2008/2009",41466,33733,NA,56678,40599,37436,38746,30958,38362,37477,38699,33764,33025,33993,37604,96617,96619,30287,37410,37408,150832,33030
"2008/2009",30657,30962,34520,25921,30670,30834,23988,30878,28467,36784,30655,96613,74403,6864,18501,37622,37419,75239,4902,45605,46384,43329
"2008/2009",30664,33636,30903,30689,34103,38700,33871,25924,30663,37412,38460,74736,72541,37718,33874,38521,26044,42369,38424,30744,30907,23853
"2008/2009",NA,74743,75395,33895,162497,33887,78404,97334,74770,24383,34582,37579,33896,33884,37581,NA,33637,32999,41196,35638,38567,150644
"2008/2009",30855,31303,37667,30750,115297,38889,25571,33655,34233,38578,38751,75195,75199,75206,38561,74435,150498,38008,102374,102002,38550,38136
"2008/2009",25563,28439,33768,38385,33767,150330,24099,32766,75194,37429,32764,33018,111190,37451,38890,41167,34104,33758,38573,37441,31045,164210
"2008/2009",24494,34029,30994,30666,34008,2802,166111,38701,37459,41468,30909,75390,37470,NA,37427,37468,37461,37474,41156,30468,38044,37506
"2008/2009",33731,75239,6864,18501,37622,37419,4902,38581,46384,45605,75310,41466,30279,NA,38458,40599,37436,38746,37478,169196,38551,38699
"2008/2009",33827,37488,33843,41707,38479,102612,38151,11758,43310,37450,45744,30657,30962,25921,30649,41470,18814,30878,25759,30840,36784,30655
"2008/2009",96623,37597,33022,75392,2790,18395,33586,38431,33729,6911,39142,32657,30661,37482,30740,NA,39854,154257,26146,150250,33639,30955
"2008/2009",33764,33025,33993,37604,96617,96619,30287,37410,30277,33030,96620,37439,38922,33849,30276,33893,37491,38160,31498,37411,38398,33028
"2008/2009",33958,37434,42310,57057,37423,38036,37448,38035,75474,102572,114339,33986,33992,33812,70255,33848,33759,31014,33991,30443,101422,33989
"2008/2009",38520,74743,75608,74739,74751,33887,74744,37425,38004,24383,34582,32657,33988,30740,30661,30738,39854,26146,154257,30981,33639,30955
"2008/2009",75195,75199,NA,38561,74435,38008,NA,74721,102374,38550,38526,41466,30279,38458,56678,40599,37436,38746,30958,38362,38551,31020
"2008/2009",33018,111190,37451,34104,41167,37793,33758,37447,37441,31045,31010,33845,38160,33849,30276,33893,37631,31498,37491,21414,38398,33028
"2008/2009",19435,34007,34029,37479,34008,30448,38701,37824,30909,41468,34231,24591,72541,11778,33865,38521,42369,26044,80555,37507,30907,37497
"2008/2009",46531,31303,33655,30750,37426,42173,38578,25571,33665,34233,18164,33986,70255,38138,33990,30866,33992,33759,31014,46295,33989,34106
"2008/2009",25563,28439,33768,38385,75196,33773,24099,18592,37429,24852,32764,75390,37470,37427,32675,37468,52490,30468,37471,37461,37469,37474
"2008/2009",37579,33896,33828,80497,18664,33634,37512,32999,33892,33891,150644,30657,30962,25921,34520,30670,32765,37259,NA,25759,34602,30655
"2008/2009",96613,74403,74663,18501,37622,37419,5243,75239,38581,46384,75310,33826,33843,5233,41707,38025,33666,150491,37450,32763,38479,43310
"2008/2009",33764,33025,33993,37604,154938,96619,37410,33024,33866,96620,33030,96623,43374,33022,37672,2790,38431,33586,18395,33820,33729,56867
"2008/2009",39989,37413,30689,33636,32656,33632,33871,38492,30663,38700,37412,33958,NA,42310,37440,37423,75474,74747,37448,38035,18628,102572
"2008/2009",75195,75199,75206,38561,74435,38008,102374,NA,38550,102002,38136,25563,28439,33768,38385,75196,24099,18592,150330,75194,37429,32764
"2008/2009",37579,33896,33884,37581,80497,35638,33637,32999,33892,38567,150644,46531,37667,30750,33655,37426,38243,42173,33665,34233,25571,NA
"2008/2009",NA,74743,75395,33895,162497,33611,78404,97334,38004,24383,41294,24494,34029,30994,30752,37479,30666,166111,2802,37459,41468,30909
"2008/2009",33018,111190,37451,38890,41167,33758,37449,38573,33761,31045,164210,30664,30839,30903,30689,32656,33632,33871,25924,30663,37412,38460
"2008/2009",74736,72541,37718,33874,38521,26044,42369,38424,30744,30907,23853,33764,33025,33993,37604,96617,96619,30287,37410,30277,33030,150832
"2008/2009",32678,38922,30276,33856,33893,31498,38160,37491,38398,37411,33028,33731,74403,6864,18501,37622,37419,4902,75239,46384,45605,75310
"2008/2009",41466,33733,38458,56678,40599,38746,30958,42479,38362,37477,38699,33827,37488,33843,41707,38479,102612,38151,11758,43310,37450,45744
"2008/2009",30657,41470,25921,34520,30670,23988,30878,25759,30655,30834,36784,96623,37597,33022,75392,2790,33586,38431,75192,6911,56867,39142
"2008/2009",32657,33988,30740,96616,NA,30955,154257,33074,30981,96643,30626,33958,34268,42310,57057,99333,38036,74747,NA,75398,18628,75474
"2008/2009",33986,33992,33812,30866,33848,33991,30443,31014,34000,34106,33989,33439,37470,32675,37427,75397,41156,37471,27420,37461,37474,37506
"2008/2009",30855,31303,30750,33655,115297,NA,42173,33665,34233,25571,38751,33630,74743,75608,33895,162497,33611,78404,37425,38004,74770,41294
"2008/2009",25563,28439,33768,38385,33767,24099,18592,24852,75194,37429,32764,41708,NA,33896,37581,80497,35638,37512,32999,33892,38567,150644
"2008/2009",33764,33025,159881,33027,96617,33866,30287,37410,30277,33030,150832,33018,111190,70891,34104,41167,37449,37447,37793,37441,31045,164210
"2008/2009",33731,74403,37622,74404,6864,11555,4902,75239,46384,43329,75310,74736,38521,72541,37718,33865,33867,26044,33870,38424,108809,23853
"2008/2009",33827,33843,37488,41707,38479,102612,38151,11758,43310,37450,45744,32678,38922,30276,33849,33893,37491,38160,31498,38398,56686,25574
"2008/2009",24494,34007,34029,30752,37479,30666,32761,37824,37459,41468,30909,33986,33992,33812,33990,33848,33991,33759,31014,101422,30443,33989
"2008/2009",33439,37470,32675,37427,75397,37473,37471,27420,37461,37474,37506,32657,33988,30740,37482,30661,39854,154257,30955,30981,33639,30626
"2008/2009",33958,37434,42310,57057,99333,37448,38036,38035,75474,75398,102572,30657,30962,25921,34520,28467,25759,18814,23988,30834,36784,30655
"2008/2009",96623,37597,33022,75392,2790,38431,33586,75192,6911,56867,38471,41466,30279,38458,56678,40599,37480,38746,42479,37478,38699,38551
"2008/2009",30664,30839,33636,30689,32656,33632,33871,25924,30663,37412,38460,75195,75199,75206,38561,74435,150498,38008,75216,38550,74721,102002
"2008/2009",NA,74743,75608,33895,74752,33611,150480,97334,38004,24383,34582,25563,28439,33768,38385,33767,24099,32766,24852,75194,37429,32764
"2008/2009",30855,31303,30750,37667,37426,42173,30273,NA,25571,34233,38751,24494,34029,37479,30994,34575,30752,30448,2802,37459,41468,30909
"2008/2009",37579,33896,37581,18664,41196,35638,33884,37512,74213,38567,38382,30664,33636,30903,30689,32656,38700,33871,25924,30663,37412,38460
"2008/2009",75195,75199,75206,38561,74435,38008,150498,75216,38550,74721,102002,33764,33025,33993,37604,96617,33866,37410,30277,96619,150832,33030
"2008/2009",33018,33756,70891,34104,41167,30271,37449,37447,37441,31045,37452,33731,74403,74404,74663,37622,37419,38581,75239,46384,45605,75310
"2008/2009",41466,30279,38458,56678,40599,37480,38746,38362,47373,38551,38699,33958,37434,42310,57057,99333,74747,38036,38035,75474,114339,18628
"2008/2009",74736,72541,37718,33874,38521,42369,38424,30744,30907,33870,23853,33827,37488,33843,5233,38025,102612,38151,11758,43310,37450,45744
"2008/2009",30657,30962,25921,34520,28467,25759,18814,32765,30840,30655,36784,33439,37470,32675,37427,75397,41156,37471,27420,37461,37474,37506
"2008/2009",32657,33988,30740,37482,30738,39854,36615,26146,30955,33639,30626,71498,70255,33812,33990,33848,38139,34000,31014,33991,34106,30922
"2008/2009",37439,38922,30276,33849,33893,37491,38160,31498,38398,37411,33028,96623,37597,43374,33022,2790,33586,38431,75192,6911,3316,39142
"2008/2009",96623,37597,75392,33022,2790,43374,38431,75192,33588,18395,28468,74736,72541,37718,33865,38521,42369,33832,38424,30744,30907,108809
"2008/2009",33958,37434,42310,57057,99333,38036,75474,38035,74747,75398,NA,37439,38922,30276,33849,33893,37491,38160,31498,38398,37411,33028
"2008/2009",33439,37470,NA,32675,75397,37469,27420,37471,37461,41156,37506,41466,33733,38458,NA,40599,37480,38746,42479,37478,38551,37477
"2008/2009",33986,33992,38138,33990,33848,33991,31014,33759,101422,30443,33989,30657,30962,34520,30649,41470,18814,23988,25759,32765,28467,30655
"2008/2009",24494,34007,34029,30994,37479,30752,32761,2802,37459,41468,30909,32657,33988,37482,30661,30738,39854,154257,26146,30981,33639,30955
"2008/2009",33827,37488,25913,41707,38479,102612,38151,37450,43310,32763,24168,33018,33756,70891,34104,41167,30271,37449,37447,164210,31045,37452
"2008/2009",33731,74403,18501,6864,37622,11555,4902,75239,43329,45605,75310,75195,75199,75206,33898,74435,38008,NA,75216,38550,74721,102002
"2008/2009",33764,33025,159881,37604,96617,96619,30287,30277,33866,150832,33030,41708,33896,37581,80497,41196,35638,33884,32999,33892,38567,38382
"2008/2009",30664,30839,33636,30689,32656,33632,33871,25924,30663,37412,38460,33630,74743,75395,33895,74752,33611,78404,NA,150480,24383,34582
"2008/2009",25563,28439,33768,38385,33767,24852,24099,32766,37429,75194,32764,30855,31303,37667,30750,37426,33655,33665,NA,25571,34233,38751
"2008/2009",25563,28439,33768,38385,45440,24852,24099,32766,37429,75194,32764,24494,34007,34029,30994,37479,30752,32761,37824,37459,41468,30909
"2008/2009",30855,31303,37667,30750,37426,161651,33665,38889,25571,34233,38751,30664,30839,33636,30689,34103,33632,33871,25924,38886,108568,38460
"2008/2009",33630,74743,75395,75608,162497,33611,78404,38004,41294,24383,34582,33764,33025,33993,37604,96617,96619,37410,171737,97257,150832,33030
"2008/2009",41708,33896,33884,80497,41196,35638,37512,32999,74213,38567,38382,33731,74403,74663,6864,37622,11555,37419,75239,43329,41469,75310
"2008/2009",75195,75199,38561,75197,74435,75216,NA,NA,97226,38136,102002,33827,33843,25913,41707,38479,102612,38151,37450,43310,32763,24168
"2008/2009",33018,33756,70891,34104,41167,37447,30271,37449,31045,164210,37452,96623,43374,75392,33022,2790,33586,38431,75192,33588,6911,25551
"2008/2009",30657,30962,34520,30649,30670,30834,18814,23988,28467,25759,30655,32657,33988,30661,37482,30738,39854,36615,30955,30981,30626,33639
"2008/2009",41466,33733,38458,56678,40599,37480,38746,42479,38362,38551,37477,33986,39562,33812,33990,33848,33992,33759,30443,101422,34106,33989
"2008/2009",32678,24131,30276,33849,38922,37491,38160,31498,38398,37411,33028,33439,37470,42200,32675,37468,41156,27420,37471,37461,37469,37506
"2008/2009",74736,72541,37718,33865,38521,42369,33870,38424,30744,30907,23853,33958,37434,42310,37440,38035,38036,37448,75474,74747,75398,102572
"2008/2009",30992,37470,37427,32675,75397,41156,37471,40501,38044,37506,37469,74736,38534,33865,33874,38521,26044,33870,72541,33832,30907,23853
"2008/2009",33986,70255,33812,33990,33992,33991,33759,30443,38139,34106,33989,33845,38922,30276,33856,33893,37491,38160,31498,38398,37411,33028
"2008/2009",33958,37434,42310,37440,38035,38036,75474,74747,37448,75398,102572,33018,33756,37451,34104,41167,37449,30271,37447,37441,31045,37452
"2008/2009",96623,43374,37672,75392,2790,33586,38431,38471,6911,33729,25551,75195,75199,38561,75197,74435,NA,NA,75216,102374,97226,38136
"2008/2009",33827,33843,25913,41707,38025,38151,37450,11758,43310,32763,45744,37579,33634,37581,80497,41196,35638,33637,32999,74213,150644,38567
"2008/2009",33731,150316,74404,18501,115229,37419,11555,75239,43329,41469,75310,33630,74743,74739,75608,162497,33611,78404,33887,38004,34582,24383
"2008/2009",NA,170341,159881,33027,154938,33024,33869,NA,37605,33866,96620,30855,31303,37667,30750,37426,161651,33655,37422,25571,NA,38751
"2008/2009",30664,30839,33636,30689,34103,33632,25924,33871,30663,37412,38460,25563,28439,33768,38385,45440,24852,24099,32766,37429,32764,75194
"2008/2009",32657,33988,37482,30661,30738,39854,36615,26146,30981,33639,30955,41466,30279,38458,56678,40599,37480,38746,38362,37478,38551,38699
"2008/2009",24494,34007,34029,30994,37479,30752,32761,37824,37459,41468,30909,30657,30962,34520,30649,30670,30834,18814,41467,28467,25759,30655
"2008/2009",33630,74743,75608,75395,74751,33611,33887,NA,74770,24383,41294,33827,33843,25913,41707,38025,102612,33666,11758,43310,37450,32763
"2008/2009",30664,30689,30903,114044,34103,33632,25924,33871,30663,37412,38460,24494,34007,34029,30994,37479,30666,32761,30448,2802,30909,41468
"2008/2009",25563,28439,33768,37879,33767,32766,24099,24852,150330,37429,75194,33764,33025,33024,37604,96617,96619,30287,37410,154938,96620,33030
"2008/2009",30855,37667,2977,30750,37426,33665,33655,NA,30273,34233,38578,96613,75239,74663,6864,115229,37419,11555,41469,43329,45605,21785
"2008/2009",33845,38160,24131,33856,33893,41718,37631,31498,38398,37411,33028,101590,33988,96616,30738,NA,33074,154256,26169,150250,33639,96643
"2008/2009",37579,33634,18664,80497,41196,35638,33884,32999,33892,150644,38567,96623,43374,75392,33022,2790,33586,38431,75192,38471,33729,39142
"2008/2009",75195,NA,38561,75197,74435,75216,NA,NA,97226,102002,38136,33958,37434,57057,34268,74747,38035,38036,37448,75398,NA,102572
"2008/2009",33018,33756,37451,34104,41167,37449,30271,38573,37441,31045,37452,30992,37470,37427,32675,75397,41156,37471,30468,38044,37506,37469
"2008/2009",41466,30279,38458,56678,40599,37480,38746,38362,37478,38551,38699,30657,30962,34520,41470,30670,30840,41467,23988,30834,30655,36784
"2008/2009",24591,72541,37718,NA,38534,42369,33870,38424,23853,30907,30744,33986,39562,33812,33990,33848,33992,33759,30443,31014,34106,33989
"2008/2009",33986,33992,33812,33990,33848,33991,33759,30443,38139,34106,33989,33018,33756,37451,34104,41167,30271,37449,37447,37441,31045,37452
"2008/2009",96613,74403,74404,18501,37622,75239,11555,4902,45605,43329,75310,25563,33767,33768,37879,45440,24099,18592,24852,75194,37429,150330
"2008/2009",33826,37488,33843,41707,38025,102612,38151,11758,32763,37450,45744,30855,31303,30750,37667,37426,33665,33655,30273,NA,38751,38578
"2008/2009",96623,43374,38065,3316,2790,33586,33588,75192,38471,33729,39142,33630,74743,75608,75395,74751,33611,33887,NA,74770,24383,41294
"2008/2009",33958,37434,34268,37440,99333,75398,38036,37448,114339,NA,18628,37579,33896,33884,80497,41196,35638,37512,32999,33892,150644,38567
"2008/2009",30992,37470,32675,37427,75397,37473,30468,41156,38044,37474,37506,75195,75199,75197,38561,33898,75216,NA,NA,38550,102002,38136
"2008/2009",33732,107930,96616,30738,NA,26169,154256,33074,150250,33639,96643,24591,72541,33865,NA,38521,42369,33870,38424,30744,30907,23853
"2008/2009",30657,41470,30962,34520,28467,25759,30840,23988,30834,30655,36784,33845,24131,30276,33856,33893,31498,37631,37491,37411,38398,33028
"2008/2009",41466,30279,38458,56678,40599,37480,38746,37478,38362,38551,38699,24494,34007,34029,30994,37479,30752,32761,37824,41468,2802,30909
"2008/2009",33764,33024,159881,37604,96617,96619,30287,37410,30277,150832,33030,30664,30839,30903,30689,34103,33632,25924,33871,30663,37412,38460
"2008/2009",24494,34007,34029,34008,37479,30448,30752,2802,166111,37824,30909,33764,37410,33024,37604,154938,96619,30287,30277,33866,33025,33030
"2008/2009",30664,30839,30903,30689,34103,33632,25924,33871,38700,37412,38460,96613,74403,6864,18501,37622,4902,11555,75239,46384,45605,75310
